"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Salt, sulphur, cement, lime, stone, & plaster",525,"Salt",52501,"Mineral Products",5,73408687,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Iron Pyrites",52502,"Mineral Products",5,48183,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sulphur",52503,"Mineral Products",5,18,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Graphite",52504,"Mineral Products",5,48860,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sand",52505,"Mineral Products",5,3336842.9999999995,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quartz",52506,"Mineral Products",5,4604780,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Kaolin",52507,"Mineral Products",5,51687,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Clays",52508,"Mineral Products",5,1150766,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Chalk",52509,"Mineral Products",5,71720,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Calcium Phosphates",52510,"Mineral Products",5,3271754,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Barium Sulphate",52511,"Mineral Products",5,16906566,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Siliceous Fossil Meals",52512,"Mineral Products",5,10788,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Pumice",52513,"Mineral Products",5,98497,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Slate",52514,"Mineral Products",5,23086,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Marble, Travertine and Alabaster",52515,"Mineral Products",5,29637357,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Granite",52516,"Mineral Products",5,395218.00000000006,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gravel and Crushed Stone",52517,"Mineral Products",5,675011,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Dolomite",52518,"Mineral Products",5,1664748,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Magnesium Carbonate",52519,"Mineral Products",5,1512022,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gypsum",52520,"Mineral Products",5,579228,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Limestone",52521,"Mineral Products",5,582,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quicklime",52522,"Mineral Products",5,56943,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Cement",52523,"Mineral Products",5,276985415,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mica",52525,"Mineral Products",5,652757,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Soapstone",52526,"Mineral Products",5,90048994,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Borax",52528,"Mineral Products",5,406,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Feldspar",52529,"Mineral Products",5,20722582,2023
"Salt, sulphur, cement, lime, stone, & plaster",525,"Other Mineral",52530,"Mineral Products",5,1430402,2023
"Ores, slag and ash",526,"Iron Ore",52601,"Mineral Products",5,86779016,2023
"Ores, slag and ash",526,"Manganese Ore",52602,"Mineral Products",5,41641.00000000001,2023
"Ores, slag and ash",526,"Copper Ore",52603,"Mineral Products",5,12628599,2023
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,202795,2023
"Ores, slag and ash",526,"Lead Ore",52607,"Mineral Products",5,40058120,2023
"Ores, slag and ash",526,"Zinc Ore",52608,"Mineral Products",5,108908392,2023
"Ores, slag and ash",526,"Chromium Ore",52610,"Mineral Products",5,126295185,2023
"Ores, slag and ash",526,"Molybdenum Ore",52613,"Mineral Products",5,21103,2023
"Ores, slag and ash",526,"Titanium Ore",52614,"Mineral Products",5,200,2023
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,11622826,2023
"Ores, slag and ash",526,"Precious Metal Ore",52616,"Mineral Products",5,1757371.9999999998,2023
"Ores, slag and ash",526,"Other Ores",52617,"Mineral Products",5,1288909,2023
"Ores, slag and ash",526,"Granulated Slag",52618,"Mineral Products",5,597,2023
"Ores, slag and ash",526,"Slag Dross",52619,"Mineral Products",5,4548108,2023
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,2827966,2023
"Ores, slag and ash",526,"Other Slag and Ash",52621,"Mineral Products",5,20936,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Briquettes",52701,"Mineral Products",5,4700,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Lignite",52702,"Mineral Products",5,101756,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Peat",52703,"Mineral Products",5,19526,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Coke",52704,"Mineral Products",5,4,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Tar Oil",52707,"Mineral Products",5,54964,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Pitch Coke",52708,"Mineral Products",5,5205040,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Crude Petroleum",52709,"Mineral Products",5,125861610.00000001,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Refined Petroleum",52710,"Mineral Products",5,2758594283,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Gas",52711,"Mineral Products",5,7099,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Jelly",52712,"Mineral Products",5,447071.00000000006,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Coke",52713,"Mineral Products",5,37310301,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Bitumen and asphalt",52714,"Mineral Products",5,5059620,2023
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt Mixtures",52715,"Mineral Products",5,268,2023
"Inorganic chemicals",628,"Halogens",62801,"Chemical Products",6,23668.000000000004,2023
"Inorganic chemicals",628,"Hydrogen",62804,"Chemical Products",6,24676,2023
"Inorganic chemicals",628,"Hydrochloric Acid",62806,"Chemical Products",6,1867082.9999999998,2023
"Inorganic chemicals",628,"Nitric Acids",62808,"Chemical Products",6,21037,2023
"Inorganic chemicals",628,"Phosphoric Acid",62809,"Chemical Products",6,326,2023
"Inorganic chemicals",628,"Boron",62810,"Chemical Products",6,19520,2023
"Inorganic chemicals",628,"Other Inorganic Acids",62811,"Chemical Products",6,838456,2023
"Inorganic chemicals",628,"Ammonia",62814,"Chemical Products",6,1486756,2023
"Inorganic chemicals",628,"Sodium or Potassium Peroxides",62815,"Chemical Products",6,20543139,2023
"Inorganic chemicals",628,"Zinc Oxide and Peroxide",62817,"Chemical Products",6,2266475,2023
"Inorganic chemicals",628,"Chromium Oxides and Hydroxides",62819,"Chemical Products",6,3815,2023
"Inorganic chemicals",628,"Manganese Oxides",62820,"Chemical Products",6,163473,2023
"Inorganic chemicals",628,"Iron Oxides and Hydroxides",62821,"Chemical Products",6,8226,2023
"Inorganic chemicals",628,"Titanium Oxides",62823,"Chemical Products",6,993,2023
"Inorganic chemicals",628,"Lead Oxides",62824,"Chemical Products",6,402,2023
"Inorganic chemicals",628,"Inorganic Salts",62825,"Chemical Products",6,620238,2023
"Inorganic chemicals",628,"Chlorides",62827,"Chemical Products",6,9108474,2023
"Inorganic chemicals",628,"Hypochlorites",62828,"Chemical Products",6,78992,2023
"Inorganic chemicals",628,"Chlorates and Perchlorates",62829,"Chemical Products",6,258443.99999999997,2023
"Inorganic chemicals",628,"Dithionites and Sulfoxylates",62831,"Chemical Products",6,2477.9999999999995,2023
"Inorganic chemicals",628,"Sulfites",62832,"Chemical Products",6,3438.9999999999995,2023
"Inorganic chemicals",628,"Sulfates",62833,"Chemical Products",6,2518950,2023
"Inorganic chemicals",628,"Phosphinates (hypophosphites) and phosphonates (phosphites)",62835,"Chemical Products",6,1486210,2023
"Inorganic chemicals",628,"Carbonates",62836,"Chemical Products",6,50157501,2023
"Inorganic chemicals",628,"Cyanides",62837,"Chemical Products",6,372.00000000000006,2023
"Inorganic chemicals",628,"Silicates",62839,"Chemical Products",6,5741083,2023
"Inorganic chemicals",628,"Oxometallic or Peroxometallic Acid Salts",62841,"Chemical Products",6,659,2023
"Inorganic chemicals",628,"Other Inorganic Acids Salts",62842,"Chemical Products",6,111255,2023
